ID,DB,Dataset_Name,Dataset_Long_Name,Variables,Data_Source,Distributor,Description,Climatology,Acknowledgement,Doc_URL,Icon_URL,Contact_Email,Dataset_Version,Dataset_Release_Date,Dataset_History
399,Opedia,Gradients2_MGL1704_PPPCPN_UW,"Gradients 2-MGL1704 Underway Particulate Phosphorus, Particulate Carbon, and Particulate Nitrogen",,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","The phosphorus content of particulate material (PP) was collected by semi-automated and sequential filtration of the ships underway flow through seawater onto acid-washed and combusted GFF filters. Select samples had a piggybacked GFF filter holder in sequence for collection of dissolved organic material and/or evaluation of trapping efficiency of GFF.  Following filtration, filters were placed in histoprep capsules and stored at -80°C for later analysis. Post-cruise, all filters were thawed overnight, combusted at 450°C for 4.5 hours, then extracted with 0.15 M HCl for 1 hour at 60°C. PP was then analyzed spectrophotometrically as SRP in a 1.0 cm cell at 880 nm following Strickland and Parsons (1972). Recovery efficiency was assessed from the analysis of a known dry weight of certified reference material (National Institute of Standards, NIST 1515, apple leaves, certified 0.159% P by weight).  The carbon and nitrogen content of particulate material (PC, PN) was collected by semi-automated and sequential filtration of the ships underway flow through seawater onto a combusted GFF filter. Select samples had a piggybacked GFF filter holder in sequence for collection of dissolved organic material and/or evaluation of trapping efficiency of GFF. Following filtration, filters were folded in half and placed in combusted aluminum foil and stored at -80°C for later analysis. Post-cruise, all filters were thawed, acidified, and dried overnight at 60°C. Samples were then balled into Ag and Sn boats and plated for analysis. Organic carbon and total nitrogen content was analyzed using high-temperature combustion (1020 C) on a ThermoQuest NC 2500 elemental analyzer. Three standards with known %C and %N were weighed, folded in tin boats, and analyzed with the samples to develop the calibration equation for each run. The calibration equation was then used to calculate the mass (mg) of carbon and nitrogen in each sample using EAS Clarity Chromatography Station software. The standards are Cystine (Elemental Microanalysis, B2035, 11.66 %TN, 29.99 %TC), Atropine (Elemental Microanalysis, B2002, 4.84 %TN, 70.56%TC), and GoniLab Secondary Standard (low %C)-A1 (an internal standard of sediment from the Gulf of Mexico, MV0803, with low carbon - 0.12 %N, 1.3 %C).  The ships location, sea surface temperature and salinity from ships underway instrumentation are matched to the mid-point of each PCPN filtration time, and PP data were matched to the closest PCPN filtration.  Samples were corrected for DOC/DON/DOP. Depth of 5m refers to the depth of the seawater intake on the R/V Marcus G. Langseth.",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMGL1704_Gradients2_PPPCPN_UW.png,,v1.0,2020-03-13,Final Processed Data
400,Opedia,Gradients3_KM1906_15N13C,"Gradients3-KM1906 - 15N Nitrogen Fixation, 13C Carbon Fixation",,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","Standard protocols were used to measure in vitro primary productivity via the 13C radiotracer method [Lengendre et al., 1996] and N2-fixation rate measurements via 15N2 isotopic gas method described by Montoya et al., 1996. Briefly, water samples were collected before dawn in 4.3L polycarbonate bottles, a total of 120ml of cold enriched 15N2 seawater was added via syringe by inserting bevline tubing to the bottom of the sample bottle and slowly injecting the volume while overflowing. Bottles were then sealed with caps fitted with septum and injected with 0.5ml of 47mM 13C bicarbonate stock and gently mixed by inversion.  Bottles were incubated on deck in incubators screened to 48% of surface irradiance and plumbed with flow through surface seawater for temperature regulation. All bottles were incubated for ~ 24hr at 48% light level. Duplicate light bottles were paired with dark bottles and time final bottles that received no enrichment. Time zero bottles were also collected and sacrificed for each station. Following dawn to dawn incubations, each sample was filtered onto a combusted 25mm glass fiber filter, filters were folded in half and placed in combusted aluminum foil and stored at -80°C for later analysis. Post-cruise, all filters were thawed and dried overnight at 60°C. Samples were then balled into Sn boats and plated for analysis. The carbon and nitrogen isotopic composition (13C and 15N, respectively) were analyzed by continuous-flow isotope ratio mass spectrometry by the Stable Isotope Facility at UC Davis (https://stableisotopefacility.ucdavis.edu/13cand15n.html).",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1906_Gradients3_15N13C.png,,v1.0,2020-03-27,Final Processed Data
401,Opedia,Gradients2_MGL1704_14C_NPP,Gradients 2-MGL1704 - Net Primary Productivity measured via the 14C radiotracer method,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","Standard HOT protocols were used to measure in vitro primary productivity (PP) via the 14C radiotracer method [Karl et al., 1996]. Water samples were collected from 15m before dawn and incubated on deck in incubators screened to ~50% of surface irradiance and plumbed with flow through surface seawater for temperature regulation. Duplicate 500-ml bottles were incubated in the incubator for ~12hr and 24hr, light bottles were paired with dark bottles. A time zero sample was taken at each station to ensure acidification was complete.  Following dawn to dusk or dawn to dawn incubations, each sample was filtered onto a 25mm glass fiber filter. Filters were acidified with 1 ml of 2N hydrochloric acid in a fume hood for 12 hr to remove inorganic 14C after which 10 ml of Ultima Gold scintillation fluid was added to each sample. Radioactivity was determined using a Perkins Elmer 2600 liquid scintillation counter. The rate of PP was calculated by multiplying the percent of carbon labeled by the total carbon available for photosynthesis (e.g. dissolved inorganic carbon, DIC, calculated from SST and salinity measured at each station as per Lee et al. [2006]) and dividing by incubation time (t = 1 day). Rate measurements in light bottles were corrected to remove the rate measured in parallel dark bottles. All rates are in units mg C m-3; stdev refers to the standard deviation of duplicates for each incubation type. NaNs represent data missing or not collected.",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMGL1704_Gradients2_14C_NPP.png,,V1.0,2020-03-27,Final Processed Data
402,Opedia,Gradients1_KOK1606_Optics_LISST,Gradients 1 - KOK1606 - Optics - LISST,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","A Sequoia LISST-100X was plumbed to the underway uncontaminated seawater on the R/V KOK.  Data for each instrument were averaged to the minute.  LISST:  Filtered values (<0.2 um) removed from all data. The summed volume concentration of particles (in uL/L), the standard LISST output, is presented for the size range 2-20 µm. Particle volume concentration can be converted to particle concentration by assuming spherical particles. The total particle concentration (#/L) is calculated for particles in the same size class. Larger size classes are excluded due to low detection limits and scattering at density gradients. Note that data have not been processed to remove outliers.",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_Optics_LISST.png,,1.0,2020-04-03,Final Processed Data
408,Opedia,HOT_Flow_Cytometry,HOT Flow Cytometry Time-series 2002-2007,,"C-MORE, Chisholm Lab",https://hahana.soest.hawaii.edu/cmoreserver/datasearch/data.php,"Time-series containing Prochlorococcus, Synechococcus, heterotrophic bacteria, and eukaryote flow cytometry abundance sampled each month at HOT from 2002-2007",False,Center for Microbial Oceanography: Research and Education (C-MORE),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblHOT_Flow_Cytometry_Time_Series.png,,v1.0,2021-01-07,v1.0
410,Opedia,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","A profiling float (#12592; APEX, Webb Research Inc., Falmouth, USA) equipped with an oxygen Optode sensor (Model 4330, Aanderaa), an SBE-41 CTD instrument (Sea-Bird Scientific), as well as a chl fluorometer and volume scattering coefficient (at 140 degrees, 700 nm) meter (ECO FLBB, WetLABS) was deployed at ~42N/158W on April 18, 2019.  The mission design consisted of ascension from 1000-m depth to surface twice a day, at ~local noon and local midnight. The float provided its last profile on October 25, 2019, when batteries were exhausted. At each surfacing event, the optode collected measurements in air (~ 25 cm above sea surface) to allow post-calibration. Raw float oxygen optode data were corrected for pressure and salinity following Uchida et al. \[2008] and Garcia and Gordon \[1992]. Float optode oxygen data were calibrated using optode air measurements taken at the time of each float surfacing following methods described in Bushinsky et al. \[2016]. Briefly, air calibration relies on the estimate of a gain factor G, such that O2_corrected = G×O2_raw. In practice, G is an average gain factor for each float profile determined from the ratio of the expected partial pressure of oxygen in air (pO2) to the partial pressure of oxygen in air measured by the optode (pO2_optode), i.e. gi=pO2/pO2_optode. Optode air measurements were first filtered to remove outliers (e.g. measurements taken underwater or with high variance), and mean values per surfacing were recorded. pO2_optode was calculated from optode phase and temperature as in the Aanderaa Manual. Atmospheric pO2 was calculated as in Bushinsky et al. \[2016] using float-derived water vapor pressure estimates (pH20) at the time of each float surfacing (Aanderaa Manual) as well as the 6-h NOAA NCEP atmospheric pressure and surface relative humidity data interpolated to the time and location of each float surfacing. An average G value of 1.30 was then calculated based on the gi estimates from each surfacing at each station, and applied to all optode profiles. Gain-corrected oxygen concentration and saturation data were not calibrated against Winkler measurements, and therefore variables are noted as being ""uncalibrated"". Potential density was calculated using the Gibbs gsw_sigma0.m function in Matlab. Chlorophyll fluorescence was converted to chlorophyll concentrations by first subtracting a deep-value (average at ~980m depth) and applying the factory scaling factor. The volume scattering coefficient was calibrated by subtracting a dark value obtained on ship deck prior to deployment, and applying the factory scaling factor. Volume scattering coefficient was converted to particulate backscattering coefficient (bbp, the product provided in this dataset) using the approach of  Zhang et al \[2009] to obtain backscattering due to seawater, and then by using the approach of Boss and Pegau \[2001] to obtain bbp, assuming a X factor of 1.1 (see  Boss and Pegau \[2001]). References cited:Uchida, H., Kawano, T., Kaneko, I., & Fukasawa, M. (2008). In situ calibration of Optode-based oxygen sensors. Journal of Atmospheric and Oceanic Technology, 25(12), 2271–2281. //// García, H. E., & Gordon, L. I. (1992). Oxygen solubility in seawater: Better fitting equations. Limnology and Oceanography, 37(6), 1307–1312.  //// Bushinsky, S. M., Emerson, S. R., Riser, S. C., & Swift, D. D. (2016). Accurate oxygen measurements on modified argo floats using in situ air calibrations. Limnology and Oceanography: Methods, 14(8), 491–505. //// Boss, E. S., & Pegau, W. S. (2001). Relationship of light scattering at an angle in the backward direction to the backscattering coefficient. Applied Optics, 40, 5503–5507. //// Zhang, X., Hu, L., &He, M-X (2009). Scattering by pure seawater at high salinity. Optics Express, 17(15), 12685. https://doi.org/10.1364/oe.17.012685",False,This work was funded by the National Science Foundation (award #1849012) with additional support from the Simons Foundation (award #329104). Data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1906_Gradients3_Profiling_Float.png,,v1.0,2021-02-12,Final Processed Data
411,Opedia,GOSHIP_Reported,GO-Ship Easy Ocean Reported (Uninterpolated),,Clivar & Carbon Hydrographic Data Office (CCHDO) at University of California San Diego (UCSD),,"The GO-Ship Easy Ocean reported product in CMAP is an sparse dataset of temperature, salinity and oxygen records from multiple cruises. This data product spans over 40 years and contains measurements from repeat cruise tracks. This product is meant to server as a companion to the GLODAP program. This dataset was provided by the Clivar & Carbon Hydrographic Data Office (CCHDO) at University of California San Diego (UCSD). Detailed processing code can be found at: https://github.com/kkats/GO-SHIP-Easy-Ocean",False,"Data were collected and made publicly available by the International Global Ship-based Hydrographic Investigations Program GO-SHIP (https://www.go-ship.org/) and the national programs that contribute to it. NSF/NOAA.  funded U.S Repeat Hydrography Program.  This material is based upon work supported by the National Science Foundation under Grant No. 1829814, and the National Oceanic and Atmospheric Administration under award NA20OAR4320278. Any opinions, findings, and conclusions or recommendations expressed in this material are those of CCHDO staff and do not necessarily reflect the views of the supporting agencies.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/goship_logo.png,,Date Accessed: 20210203,2021-02-03,
412,Opedia,GOSHIP_Gridded,GO-Ship Easy Ocean Gridded (Interpolated),,Clivar & Carbon Hydrographic Data Office (CCHDO) at University of California San Diego (UCSD),,"The GO-Ship Easy Ocean reported product in CMAP is a gridded dataset of pressure, temperature, salinity and oxygen records from multiple cruises.  This data product spans over 40 years and contains measurements from repeat cruise tracks. This product is meant to server as a companion to the GLODAP program. This dataset was provided by the Clivar & Carbon Hydrographic Data Office (CCHDO) at University of California San Diego (UCSD). Detailed processing code can be found at: https://github.com/kkats/GO-SHIP-Easy-Ocean",False,"Data were collected and made publicly available by the International Global Ship-based Hydrographic Investigations Program GO-SHIP (https://www.go-ship.org/) and the national programs that contribute to it. NSF/NOAA.  funded U.S Repeat Hydrography Program.  This material is based upon work supported by the National Science Foundation under Grant No. 1829814, and the National Oceanic and Atmospheric Administration under award NA20OAR4320278. Any opinions, findings, and conclusions or recommendations expressed in this material are those of CCHDO staff and do not necessarily reflect the views of the supporting agencies.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/goship_logo.png,,Date Accessed: 20210203,2021-02-03,
413,Opedia,Gradients3_KM1906_AA_Nutrients_UW,Gradients3-KM1906 Autoanalyzer Nutrients Underway - SRP and N+N,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","Soluble reactive phosphate (SRP) and Nitrate + Nitrite (N+N) were measured by sampling directly from the R/V Kilo Moanas underway uncontaminated seawater system (intake depth 6m).  Phosphate and nitrate+nitrite were determined colormetrically on two SEAL Analytical Autoanalyzers.  Samples were corrected for a DI water blank and a reagent standard curve (4 concentrations for both SRP and N+N) that was run for about 10 min every few hours.  For this cruise, only the data for the return leg is provided for SRP, as the instrument was not working optimally during the northbound leg.  In addition, samples of N+N of <0.5 uM/L are reported as NaN, as they are not reliably detected by this method despite being above the reagent standard of lowest concentration.",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1906_Gradients3_AA_Nutrients_UW.png,,v1.0,2021-03-04,Final Processed Data
414,Opedia,KM1709_MESOSCOPE_bacterial_metaT,KM1709 MESOSCOPE Bacterial Metatranscriptomes in Cyclone and Anticyclone,,"Edward DeLong Lab at University of Hawaii, Manoa","NCBI, https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA596510","These datasets are from the SCOPE ALOHA MESO-SCOPE cruise (KM1709) to study the biogeochemistry and microbiology of dipole eddies, e.g. adjacent cyclonic and anticyclonic eddies, between June 26 and July 15, 2017.  The specific goal in these observations was to observe diel patterns in transcript abundance in planktonic bacteria, archaea and phage, in adjacent cyclone and anticyclonic eddies. Picoplankton, >0.2um filtered cell were collected every four hours over the course of 8 days, while tracking a Langrangian float to consistently sample the same water mass.  An internal standard RNA control was added, RNA was extracted, ribosomal RNAs were removed/depleted from the extract, and metatranscriptomes of cDNA libraries from the cell fraction were sequenced.  These data are being used to understand differential transcript abundances and physiological states of picoplankton in cyclonic versus anticyclonic eddies. For more cruise details, see: http://scope.soest.hawaii.edu/data/mesoscope/mesoscope.html",False,Simons Foundation grant #329108,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1709_MESOSCOPE_Bacterial_metaT.png,,Version 1,2019-12-18,
416,Opedia,Tara_Oceans_Surface_Water_Measurements,"Tara Oceans Expedition Underway Navigation, Meteorology and Surface Water Measurements",,Tara Oceans Foundation ,Pangaea - Data Publisher for Earth & Environmental Science ,"The Tara Oceans Expedition was a research cruise from 2009-2013. The Tara, a 36 meter long Schooner, sailed around the world ocean collecting environmental data. This dataset was put together by Boss et al. and is a collection of 2009-2013 underway surface water, navigation and meteorological datasets.  This dataset contains measurements from multiple shipboard sensors including: meteorological station, TSG, Fast Repetition Rate Flurometer, spectrophotometer, PAR sensor, laser spectrofluorometer, spectral backscattering sensor, pCO2 sensor, pH sensor, a particle imaging chlorophyll a fluorescence sensor and discrete CDOM samples.  Details on this dataset along with links to the original data can be found here: https://doi.pangaea.de/10.1594/PANGAEA.873592",False,This dataset was provided by PANGAEA - Data Publisher for Earth & Environmental Science,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblTara_Surface_Water_Measurements.png,,Dataset was accessed on 03-01-2021,2021-03-01,
419,Opedia,HOT_TSG_Time_Series,Hawaii Ocean Time Series Thermosalinograph Dataset,,School of Ocean and Earth Science and Technology at the University of Hawaii at Manoa,School of Ocean and Earth Science and Technology at the University of Hawaii at Manoa FTP Site.,"The HOT Thermosalinograph dataset in CMAP is a collection of TSG data from multiple HOT cruises. Temperature and Salinity measurments were collected from a SBE-21 Seacat Thermosalinograph (TSG) at 10 second intervals. Navigation data (time, lat, lon) are recorded from shipboard GPS at minute resolution. These records are then linearly interpolated to match the 10 second resolution from the TSG. While most TSG data are from the HOT cruise series, this dataset also includes TSG data from the ALOHA-Climax (AC) cruise series and the HALE ALOHA (HA) cruises. These are denoted in the cruise column. From cruise HOT072 onward, quality flags for temperature and salinity are included.  Processing details for each cruise specific data can be found in data reports at: http://www.soest.hawaii.edu/HOT_WOCE/data_report.html and data reports at: http://www.soest.hawaii.edu/HOT_WOCE/proc_reports.html   The flags are described below:  1 = Uncalibrated data. 2 = Acceptable measurement. 3 = Questionable measurement. 4 = Bad measurement.",False,Data provided by the Hawaii Ocean Time-series (HOT) project  from the School of Ocean and Earth Science and Technology (SOEST) at the University of Hawaii at Manoa,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblHOT_TSG_Time_Series.png,,,2021-03-01,
420,Opedia,Gradients1_KOK1606_PPPCPN,"Gradients1-KOK1606 On Station Particulate Phosphorus, Particulate Carbon, and Particulate Nitrogen",,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","Method: \tThe phosphorus, carbon, and nitrogen content of particulate material (PP, PC, PN) was collected from rosette niskin bottles at specific depths and filtered at low vacuum through a combusted glass fiber filter (PCPN) or acid washed combusted glass fiber filter (PP). At select stations a secondary set was collected and size fractionated using a 3um polycarbonate filter to provide the <3um size fraction of PP and PCPN. Following filtration, filters for PCPN were folded in half and placed in combusted aluminum foil and stored at -80°C for later analysis. Post-cruise, all filters were thawed and dried overnight at 60°C. Samples were then balled into Ag and Sn boats and plated for analysis. Organic carbon and total nitrogen content was analyzed using high-temperature combustion (1020 C) on a ThermoQuest NC 2500 elemental analyzer. Three standards with known %C and %N were weighed, folded in tin boats, and analyzed with the samples to develop the calibration equation for each run. The calibration equation was then used to calculate the mass (mg) of carbon and nitrogen in each sample using EAS Clarity Chromatography Station software. The standards are Cystine (Elemental Microanalysis, B2035, 11.66 %TN, 29.99 %TC), Atropine (Elemental Microanalysis, B2002, 4.84 %TN, 70.56%TC), and GoniLab Secondary Standard (low %C)-A1 (an internal standard of sediment from the Gulf of Mexico, MV0803, with low carbon - 0.12 %N, 1.3 %C). Following filtration, PP filters were placed in histoprep capsules and stored at -80°C for later analysis. Post-cruise, all filters were thawed overnight, combusted at 450°C for 4.5 hours, then extracted with 0.15 M HCl for 1 hour at 60°C. PP was then analyzed spectrophotometrically as SRP in a 1.0 cm cell at 880 nm following Strickland and Parsons (1972). Recovery efficiency was assessed from the analysis of a known dry weight of certified reference material (National Institute of Standards, NIST 1515, apple leaves, certified 0.159% P by weight). ",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1606_Gradients1_PPPCPN.png,,v1.2,2020-03-11,Final Processed Data
